text,is_depressed
I hate myself so much #mentalhealth 😭,1
Had a great day today 😁,0
I just want the pain to stop 😞,1
Beautiful sunshine today #gratitude 😁,0
Feeling at peace with myself #blessed 😊,0
Feeling at peace with myself 😊,0
Had a great day today #life 👍,0
Everyone would be better off without me 💔,1
Learning something new every day 👍,0
Making progress every day 😁,0
Got a promotion at work #blessed 😁,0
I can't stop crying 😞,1
Beautiful sunshine today #mentalhealth 😊,0
I'm so tired but I can't sleep #depression 😢,1
Enjoying the little things in life 😊,0
I can't stop crying 💔,1
Thankful for all the good in my life #gratitude ✨,0
Had a great day today 👍,0
Had a great day today 👍,0
Everyone would be better off without me 😭,1
I can't stop crying #mentalhealth 😞,1
Enjoying the little things in life #depression ❤️,0
Beautiful sunshine today #happy 😁,0
Had a great day today ❤️,0
Went for a walk and it lifted my spirits 😄,0
Enjoying the little things in life 😊,0
I hate myself so much 💔,1
Thankful for all the good in my life #depression 😄,0
Learning something new every day #life 😄,0
Nothing brings me joy anymore #mentalhealth 💔,1
Everyone would be better off without me 😔,1
I hate myself so much 😞,1
Why am I never good enough? 😭,1
Thankful for all the good in my life 😊,0
It's all my fault 😢,1
I feel so alone even in a crowd 😔,1
Had a great day today 😊,0
Beautiful sunshine today #life 😊,0
Beautiful sunshine today ❤️,0
Had a great day today ❤️,0
I feel so alone even in a crowd 😭,1
Enjoying the little things in life 😊,0
I just want the pain to stop 😔,1
I'm so tired but I can't sleep #blessed 😢,1
Had a great day today 😁,0
Went for a walk and it lifted my spirits #happy 👍,0
Went for a walk and it lifted my spirits #gratitude ❤️,0
Everyone would be better off without me #depression 💔,1
Got a promotion at work 👍,0
I'm so tired but I can't sleep 😢,1
I hate myself so much 😭,1
Everyone would be better off without me #depression 😔,1
I hate myself so much 😭,1
Feeling energized and positive ✨,0
Feeling at peace with myself ❤️,0
I can't stop crying #mentalhealth 😢,1
It's all my fault 😞,1
Had a great day today ❤️,0
Thankful for all the good in my life ❤️,0
I feel so alone even in a crowd 💔,1
Feeling energized and positive 😄,0
I hate myself so much 😔,1
Went for a walk and it lifted my spirits #blessed 😊,0
I just want the pain to stop 😭,1
Making progress every day 😄,0
Had a great day today 😁,0
I can't see a future for myself 😔,1
Beautiful sunshine today #happy ❤️,0
Went for a walk and it lifted my spirits #depression 👍,0
Had a great day today 😁,0
It's all my fault 😔,1
Enjoying the little things in life #mentalhealth 😁,0
Went for a walk and it lifted my spirits ❤️,0
I can't see a future for myself 😔,1
Making progress every day ✨,0
Got a promotion at work ✨,0
I feel so alone even in a crowd 😭,1
I can't stop crying 😢,1
Got a promotion at work 👍,0
Feeling energized and positive 😁,0
I hate myself so much 😔,1
I hate myself so much 😞,1
Went for a walk and it lifted my spirits #gratitude 😁,0
It's all my fault 😭,1
Why am I never good enough? 😞,1
Learning something new every day 👍,0
Thankful for all the good in my life ❤️,0
Beautiful sunshine today 😊,0
I can't see a future for myself 😞,1
I feel so alone even in a crowd 😞,1
I feel so alone even in a crowd 😭,1
It's all my fault 😢,1
I hate myself so much 😢,1
Feeling at peace with myself #life 👍,0
Nothing brings me joy anymore 😞,1
Learning something new every day 😄,0
I just want the pain to stop 💔,1
Feeling at peace with myself 😊,0
I feel so alone even in a crowd 😢,1
Everyone would be better off without me #gratitude 😢,1
Feeling energized and positive ❤️,0
Why am I never good enough? #blessed 💔,1
It's all my fault #gratitude 😔,1
It's all my fault 😭,1
Had a great day today 😊,0
It's all my fault 😢,1
Beautiful sunshine today #life 👍,0
Had a great day today 😊,0
Had a great day today 👍,0
I feel so alone even in a crowd #depression 😞,1
Why am I never good enough? #blessed 😔,1
I feel so alone even in a crowd 😔,1
Thankful for all the good in my life 👍,0
Beautiful sunshine today #gratitude 😁,0
Had a great day today 😁,0
Why am I never good enough? 😢,1
Thankful for all the good in my life 😄,0
I can't stop crying 😞,1
I just want the pain to stop 😔,1
Went for a walk and it lifted my spirits 😁,0
Making progress every day ✨,0
Why am I never good enough? 💔,1
Had a great day today 😁,0
Feeling at peace with myself 😁,0
Nothing brings me joy anymore 💔,1
Feeling energized and positive #depression 😊,0
Why am I never good enough? 💔,1
Thankful for all the good in my life ❤️,0
Learning something new every day 👍,0
I just want the pain to stop 😭,1
I'm so tired but I can't sleep 😭,1
Making progress every day #depression 👍,0
Thankful for all the good in my life 😄,0
Learning something new every day 😊,0
I feel so alone even in a crowd 😭,1
I can't stop crying 💔,1
Went for a walk and it lifted my spirits 👍,0
Beautiful sunshine today #life ❤️,0
Why am I never good enough? #life 😔,1
I can't see a future for myself #blessed 💔,1
Feeling at peace with myself ✨,0
It's all my fault #life 😞,1
Went for a walk and it lifted my spirits ✨,0
Got a promotion at work 👍,0
I'm so tired but I can't sleep 😭,1
Why am I never good enough? #blessed 😔,1
I can't see a future for myself #depression 😔,1
Went for a walk and it lifted my spirits ✨,0
I can't see a future for myself #happy 😢,1
Learning something new every day 😁,0
Feeling at peace with myself 😊,0
Beautiful sunshine today ✨,0
Everyone would be better off without me #gratitude 😭,1
Learning something new every day #gratitude 😁,0
Went for a walk and it lifted my spirits 😄,0
I'm so tired but I can't sleep 💔,1
I feel so alone even in a crowd 😭,1
Nothing brings me joy anymore 😔,1
Learning something new every day 👍,0
Feeling energized and positive ✨,0
I'm so tired but I can't sleep 😔,1
Making progress every day 😁,0
I can't see a future for myself #blessed 😢,1
I just want the pain to stop 😢,1
I can't see a future for myself #gratitude 😔,1
Feeling energized and positive 😊,0
Had a great day today 😄,0
Went for a walk and it lifted my spirits 😄,0
Had a great day today #blessed 😁,0
Why am I never good enough? 😭,1
Everyone would be better off without me 😔,1
Enjoying the little things in life 😄,0
Why am I never good enough? #happy 😭,1
Enjoying the little things in life 👍,0
I can't stop crying 😔,1
Had a great day today #happy ❤️,0
Learning something new every day #life ✨,0
I can't stop crying #depression 😔,1
I'm so tired but I can't sleep 😔,1
Nothing brings me joy anymore 😔,1
Got a promotion at work 😊,0
It's all my fault #life 😔,1
Had a great day today ✨,0
Feeling energized and positive #gratitude 👍,0
Feeling energized and positive 😄,0
Enjoying the little things in life #depression ❤️,0
Everyone would be better off without me 😔,1
I can't stop crying 😔,1
I hate myself so much 😔,1
I hate myself so much 😞,1
I can't see a future for myself 💔,1
Learning something new every day 😊,0
Everyone would be better off without me 😞,1
Feeling at peace with myself #gratitude 😊,0
Nothing brings me joy anymore 💔,1
Nothing brings me joy anymore 😞,1
I'm so tired but I can't sleep 😭,1
Learning something new every day #mentalhealth 👍,0
Thankful for all the good in my life #life 😁,0
Went for a walk and it lifted my spirits 😄,0
Got a promotion at work 😊,0
Enjoying the little things in life #gratitude ❤️,0
Making progress every day 😁,0
Went for a walk and it lifted my spirits ✨,0
It's all my fault 💔,1
Enjoying the little things in life ✨,0
Feeling at peace with myself ❤️,0
Enjoying the little things in life ❤️,0
Feeling at peace with myself #mentalhealth 😊,0
Why am I never good enough? 😭,1
Had a great day today #mentalhealth 😄,0
Thankful for all the good in my life #blessed ✨,0
Had a great day today 😄,0
Enjoying the little things in life ❤️,0
Everyone would be better off without me 😔,1
Feeling energized and positive ✨,0
Had a great day today ❤️,0
I can't see a future for myself #depression 😞,1
Beautiful sunshine today #happy ✨,0
I just want the pain to stop 😔,1
I just want the pain to stop 😞,1
Why am I never good enough? 😔,1
I hate myself so much 😔,1
Enjoying the little things in life ❤️,0
I'm so tired but I can't sleep 😔,1
Why am I never good enough? 😭,1
I'm so tired but I can't sleep 😞,1
I can't stop crying 😢,1
Went for a walk and it lifted my spirits #life ❤️,0
Making progress every day 😁,0
Thankful for all the good in my life ❤️,0
Feeling energized and positive #depression 👍,0
I hate myself so much #depression 😔,1
Why am I never good enough? 😭,1
Everyone would be better off without me #life 😔,1
Feeling at peace with myself ❤️,0
I can't stop crying 😔,1
Went for a walk and it lifted my spirits #happy 👍,0
Got a promotion at work #depression 👍,0
Everyone would be better off without me 😔,1
I can't see a future for myself #mentalhealth 😔,1
Feeling energized and positive 😄,0
Nothing brings me joy anymore 😞,1
Learning something new every day #mentalhealth 😊,0
Enjoying the little things in life ❤️,0
Enjoying the little things in life 😊,0
Feeling at peace with myself 😄,0
I feel so alone even in a crowd 😔,1
It's all my fault 😞,1
Nothing brings me joy anymore 😭,1
Had a great day today 😊,0
Thankful for all the good in my life 😊,0
I can't stop crying #life 😭,1
Learning something new every day 😄,0
I'm so tired but I can't sleep 😔,1
Had a great day today ✨,0
Beautiful sunshine today #life 😊,0
Learning something new every day 👍,0
I can't stop crying 😢,1
Why am I never good enough? 💔,1
I can't stop crying 😔,1
I'm so tired but I can't sleep #life 😭,1
Beautiful sunshine today 😄,0
Enjoying the little things in life 😁,0
Had a great day today ❤️,0
I can't see a future for myself 😞,1
Feeling energized and positive 👍,0
I feel so alone even in a crowd #happy 😢,1
Got a promotion at work 😄,0
Learning something new every day 😊,0
I hate myself so much 😔,1
Went for a walk and it lifted my spirits 😊,0
Went for a walk and it lifted my spirits 😊,0
Feeling at peace with myself ✨,0
It's all my fault 😢,1
I hate myself so much 💔,1
Went for a walk and it lifted my spirits 😁,0
Beautiful sunshine today 😄,0
I hate myself so much 😔,1
Got a promotion at work #gratitude 😁,0
Feeling at peace with myself 👍,0
Went for a walk and it lifted my spirits 😁,0
I can't stop crying #depression 😭,1
Learning something new every day ✨,0
Had a great day today 😊,0
Everyone would be better off without me 😞,1
Everyone would be better off without me 😢,1
Making progress every day 😁,0
Feeling at peace with myself 👍,0
Got a promotion at work 😄,0
I can't stop crying 😭,1
Why am I never good enough? #mentalhealth 😢,1
Enjoying the little things in life 👍,0
I just want the pain to stop #happy 😭,1
Nothing brings me joy anymore 😔,1
Everyone would be better off without me 💔,1
I can't stop crying 😞,1
Thankful for all the good in my life #depression ✨,0
Making progress every day 😊,0
I can't stop crying 💔,1
I just want the pain to stop 😭,1
Went for a walk and it lifted my spirits #mentalhealth 😊,0
I can't see a future for myself #depression 😞,1
